GeneID	codechain	code	chain	TM	RMSD	AApc	Cov	Cscore	C_sd	TM_model	TM_model_sd	RMSD_model	RMSD_model_sd	GDB_AA	seq.ssLen	nHrc	nErc	nCrc	strucSum	strpPDB_AA	PDB_AA	Species	Molecule
1736	GL50803_15930	3kx2B	3KX2	B	0.8717	1.03	0.359	0.8822	-0.23	0.915052	0.68	0.12	8.6	4.5	713	713	279	20	414	713	767	767	Saccharomyces_cerevisiae	Pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP43
1737	GL50803_15936	4mu6A	4MU6	A	0.9346	1.29	0.153	0.9675	-0.55	1.63636	0.64	0.13	7.2	4.2	277	277	261	0	16	277	367	367	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Kinectin_1_(Kinesin_receptor)
1738	GL50803_15939	1xu4A	1XU4	A	0.6617	1.9	0.155	0.6991	-3.19	0.0962081	0.36	0.12	14.9	3.6	432	432	213	9	210	432	322	322	Methanococcus_voltae	DNA_repair_and_recombination_protein_radA
1739	GL50803_15944	3ea5B	3EA5	B	0.7071	3.23	0.082	0.9231	-3.4	0.55577	0.34	0.11	13.3	4.1	195	195	169	0	26	195	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1740	GL50803_15948	4a11B	4A11	B	0.801	2.31	0.103	0.8805	-0.38	0.370459	0.67	0.13	7.3	4.2	343	343	111	20	212	343	408	408	Homo_sapiens	DNA_EXCISION_REPAIR_PROTEIN_ERCC-8
1741	GL50803_15953	3w3tA	3W3T	A	0.8161	2.98	0.075	0.8693	-1.51	0.351761	0.53	0.15	12.9	4.2	1117	1117	602	36	479	1117	1078	1078	Saccharomyces_cerevisiae	Importin_subunit_beta-3
1742	GL50803_15954	4c0oA	4C0O	A	0.9667	1.78	0.088	1	-2.24	0.703858	0.45	0.15	13.6	4	694	694	491	5	198	694	923	923	Homo_sapiens	TRANSPORTIN-3
1743	GL50803_15955	1qklA	1QKL	A	0.7039	2.59	0.434	0.9327	0.71	1.63177	0.81	0.09	2.7	2	104	104	49	2	53	104	127	127	Homo_sapiens	DNA-DIRECTED_RNA_POLYMERASE_II_14.4_KD_POLYPEPTIDE
1744	GL50803_15956	2ymuA	2YMU	A	0.8866	1.4	0.171	0.9092	0.23	0.84464	0.74	0.11	7.3	4.2	617	617	193	37	387	617	577	577	Nostoc_punctiforme	WD-40_REPEAT_PROTEIN
1745	GL50803_15958	3w3tA	3W3T	A	0.8794	2.72	0.078	0.9289	-1.46	0.340682	0.53	0.15	12.7	4.3	1055	1055	830	2	223	1055	1078	1078	Saccharomyces_cerevisiae	Importin_subunit_beta-3
1746	GL50803_15962	3hqdA	3HQD	A	0.3622	0.95	0.371	0.3651	-2.46	0.026533	0.43	0.14	15	3.5	923	923	686	11	226	923	369	369	Homo_sapiens	Kinesin-like_protein_KIF11
1747	GL50803_1597	3ripA	3RIP	A	0.7946	3.37	0.089	0.8939	-3.96	0.187297	0.29	0.09	17.9	2.4	575	575	345	0	230	575	677	677	Homo_sapiens	Gamma-tubulin_complex_component_4
1748	GL50803_15983	3ialB	3IAL	B	0.9282	0.52	1	0.9317	0.08	0.764288	0.72	0.11	7.3	4.2	542	542	255	5	282	542	518	518	Giardia_intestinalis	Prolyl-tRNA_synthetase
1749	GL50803_15984	1vi7A	1VI7	A	0.4581	1.79	0.23	0.4891	-3.89	0.325908	0.3	0.09	15.6	3.3	276	276	159	12	105	276	217	217	Escherichia_coli	Hypothetical_protein_yigZ
1750	GL50803_15985	4dr0A	4DR0	A	0.9266	1.82	0.1	0.9848	-1.21	1.51973	0.56	0.15	8.6	4.5	263	263	217	2	44	263	350	350	Bacillus_subtilis	Ribonucleoside-diphosphate_reductase_subunit_beta
1751	GL50803_15987	4i15A	4I15	A	0.8305	2.32	0.117	0.9142	-2.89	0.636409	0.38	0.13	13.4	4.1	338	338	189	8	141	338	343	343	Trypanosoma_brucei	Class_1_phosphodiesterase_PDEB1
1752	GL50803_15988	1u6gC	1U6G	C	0.7642	4.26	0.118	0.8568	-2.84	0.252301	0.39	0.13	16.8	2.8	1215	1215	436	59	720	1215	1230	1230	Homo_sapiens	TIP120_protein
1753	GL50803_15989	4n4jA	4N4J	A	0.8929	2.15	0.08	0.9796	-2.09	1.4162	0.47	0.15	11	4.6	294	294	133	2	159	294	500	500	Candidatus_Kuenenia_stuttgartiensis	hydroxylamine_oxidoreductase
1754	GL50803_15991	3gjxA	3GJX	A	0.8434	2.75	0.114	0.8927	-3.27	0.47869	0.35	0.12	17.6	2.6	1016	1016	272	16	728	1016	1073	1073	Mus_musculus	Exportin-1
1755	GL50803_15993	4kf7A	4KF7	A	0.7499	3.3	0.114	0.7998	-3.42	0.459669	0.34	0.11	18.7	2.2	1279	1279	365	42	872	1279	1160	1160	Thermothelomyces_thermophila	Nup188
1756	GL50803_16001	3ig5A	3IG5	A	0.8475	1.37	0.208	0.8635	-1.21	0.364395	0.56	0.15	10.9	4.6	674	674	372	6	296	674	692	692	Saccharomyces_cerevisiae	Glutamate-cysteine_ligase
1757	GL50803_16006	4fmzA	4FMZ	A	0.901	1.6	0.17	0.9472	-0.14	1.16111	0.7	0.12	6.6	4	322	322	194	0	128	322	347	347	Listeria_monocytogenes_serotype_4b_str._F2365	Internalin
1758	GL50803_16013	2ooeA	2OOE	A	0.9404	2.05	0.064	0.994	-1.8	0.87605	0.5	0.15	11.6	4.5	500	500	493	0	7	500	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
1759	GL50803_16020	3w3gA	3W3G	A	0.6507	3.11	0.121	0.6986	-2.71	0.0729383	0.4	0.14	16	3.2	1032	1032	237	8	787	1032	811	811	Homo_sapiens	Toll-like_receptor_8
1760	GL50803_16021	3j0aA	3J0A	A	0.6303	5.39	0.104	0.7765	-3.28	0.286817	0.35	0.12	17.3	2.7	935	935	267	0	668	935	844	844	Homo_sapiens	Toll-like_receptor_5
1761	GL50803_16034	2y94A	2Y94	A	0.9038	1.49	0.33	0.9329	-0.37	1.37667	0.67	0.13	7.8	4.4	432	432	121	2	309	432	493	493	Rattus_norvegicus	5'-AMP-ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA-1
1762	GL50803_16039	3ea5B	3EA5	B	0.9768	1.48	0.065	0.9976	-0.24	0.837042	0.68	0.12	9.1	4.6	848	848	832	0	16	848	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1763	GL50803_16042	3i61A	3I61	A	0.7689	1.24	0.224	0.7832	-1.91	0.356281	0.49	0.15	12.5	4.3	632	632	320	6	306	632	563	563	Saccharomyces_cerevisiae	ATP-dependent_RNA_helicase_MSS116
1764	GL50803_16044	3j39U	3J39	U	0.551	2.19	0.234	0.6199	-2.37	0.260354	0.44	0.14	10.3	4.6	171	171	116	9	46	171	120	120	Drosophila_melanogaster	40S_ribosomal_protein_S20
1765	GL50803_16049	4iw0A	4IW0	A	0.8455	2.1	0.08	0.8776	-2.18	0.416989	0.46	0.15	13.4	4.1	686	686	498	10	178	686	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
1766	GL50803_16050	1sjjA	1SJJ	A	0.6164	5.62	0.085	0.754	-3.64	0.297617	0.32	0.1	18.6	2.2	988	988	328	4	656	988	863	863	Gallus_gallus	actinin
1767	GL50803_16054	4iw0A	4IW0	A	0.8636	2.41	0.095	0.9906	-2.65	0.972798	0.41	0.14	11.6	4.5	212	212	193	2	17	212	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
1768	GL50803_16064	3h37B	3H37	B	0.6849	3.04	0.187	0.7593	-1.89	0.342088	0.49	0.15	12	4.4	536	536	332	4	200	536	441	441	Thermotoga_maritima	TRNA_nucleotidyl_transferase-related_protein
1769	GL50803_16065	3cf1B	3CF1	B	0.8572	2.35	0.192	0.8992	-1.21	0.498341	0.56	0.15	11.1	4.6	754	754	371	16	367	754	806	806	Mus_musculus	Transitional_endoplasmic_reticulum_ATPase
1770	GL50803_16067	4c0oA	4C0O	A	0.9029	1.74	0.117	0.9564	-2.53	0.864245	0.42	0.14	12.3	4.3	321	321	257	0	64	321	923	923	Homo_sapiens	TRANSPORTIN-3
1771	GL50803_16068	2r02A	2R02	A	0.7551	3	0.086	0.8181	-3.55	0.613006	0.32	0.11	17.6	2.6	775	775	518	1	256	775	697	697	Homo_sapiens	Programmed_cell_death_6-interacting_protein
1772	GL50803_16069	1wqaA	1WQA	A	0.8627	1.38	0.316	0.8865	0.54	0.706954	0.79	0.09	6.2	3.8	511	511	234	16	261	511	455	455	Pyrococcus_horikoshii	phospho-sugar_mutase
1773	GL50803_16070	4btgA	4BTG	A	0.8568	2.42	0.151	0.9064	-3.2	0.14176	0.36	0.12	16.4	3	737	737	340	5	392	737	761	761	Pseudomonas_phage_phi6	MAJOR_INNER_PROTEIN_P1
1774	GL50803_16076	1uulA	1UUL	A	0.9506	0.67	0.443	0.9652	1.82	0	0.97	0.05	1.9	1.5	201	201	74	5	122	201	197	197	Trypanosoma_cruzi	Tryparedoxin_peroxidase
1775	GL50803_16077	4fgvA	4FGV	A	0.8901	2.08	0.121	0.9681	-2.17	1.0662	0.46	0.15	11.1	4.6	282	282	221	4	57	282	1086	1086	Chaetomium_thermophilum_var._thermophilum_DSM_1495	Chromosome_region_maintenance_1_(CRM1)_or_Exportin_1_(Xpo1)
1776	GL50803_16078	4luqA	4LUQ	A	0.8366	2.78	0.11	0.9394	-2.5	0.756376	0.42	0.14	12.8	4.2	396	396	272	3	121	396	428	428	Pseudomonas_aeruginosa_PAO1	Uncharacterized_protein
1777	GL50803_16085	1hxgA	1HXG	A	0.8629	2.41	0.108	0.9242	-3.5	0.389173	0.33	0.11	16.4	3	541	541	374	1	166	541	548	548	Nicotiana_tabacum	5-EPI-ARISTOLOCHENE_SYNTHASE
1778	GL50803_16089	3b98A	3B98	A	0.7305	3.13	0.127	0.8164	-2.5	0.26	0.42	0.14	12.9	4.2	414	414	261	0	153	414	475	475	Danio_rerio	Prostaglandin_I2_synthase
1779	GL50803_16090	2ibiA	2IBI	A	0.7231	1.72	0.268	0.7563	-1.18	0.389944	0.57	0.15	9.8	4.6	439	439	197	8	234	439	374	374	Homo_sapiens	Ubiquitin_carboxyl-terminal_hydrolase_2
1780	GL50803_16110	4k6jA	4K6J	A	0.8144	3.21	0.081	0.914	-2.95	0.305509	0.38	0.13	14.6	3.7	500	500	272	4	224	500	568	568	Homo_sapiens	Wings_apart-like_protein_homolog
1781	GL50803_16111	1g7cA	1G7C	A	0.6901	1.33	0.284	0.7048	-2.54	0.182581	0.42	0.14	14.1	3.8	620	620	189	3	428	620	458	458	Saccharomyces_cerevisiae	ELONGATION_FACTOR_1-ALPHA
1782	GL50803_16113	4f5cA	4F5C	A	0.8382	2.78	0.073	0.9839	-3.4	1.04281	0.34	0.11	14	3.9	249	249	156	0	93	249	959	959	Sus_scrofa	Aminopeptidase_N
1783	GL50803_16114	3zf7m	3ZF7	m	0.8717	1.83	0.356	1	0.82	0.921247	0.82	0.08	2.2	1.7	90	90	62	3	25	90	109	109	Trypanosoma_brucei	RIBOSOMAL_PROTEIN_L36,_PUTATIVE
1784	GL50803_16122	1u6gC	1U6G	C	0.6745	4.29	0.091	0.7466	-1.85	0.229312	0.49	0.15	14.5	3.7	1401	1401	619	77	705	1401	1230	1230	Homo_sapiens	TIP120_protein
1785	GL50803_16124	3p9dC	3P9D	C	0.8455	1.23	0.313	0.8605	-0.49	1.09538	0.65	0.13	8.8	4.6	595	595	273	7	315	595	590	590	Saccharomyces_cerevisiae	T-complex_protein_1_subunit_gamma
1786	GL50803_16125	1pj6A	1PJ6	A	0.675	3.02	0.121	0.7138	-2.38	0.271411	0.44	0.14	15.3	3.4	1111	1111	274	129	708	1111	830	830	Arthrobacter_globiformis	N,N-dimethylglycine_oxidase
1787	GL50803_16126	3hc1A	3HC1	A	0.8111	2.02	0.109	0.8762	-2.06	0.89377	0.47	0.15	11.1	4.6	315	315	229	0	86	315	305	305	Geobacter_sulfurreducens	uncharacterized_HDOD_domain_protein
1788	GL50803_16127	1sxjE	1SXJ	E	0.8202	1.29	0.298	0.8445	0.19	1.14894	0.74	0.11	6.3	3.8	373	373	251	5	117	373	354	354	Saccharomyces_cerevisiae	Activator_1_40_kDa_subunit
1789	GL50803_16129	4c0oA	4C0O	A	0.9611	1.77	0.101	0.9956	-2.09	0.778419	0.47	0.15	13.2	4.1	685	685	399	2	284	685	923	923	Homo_sapiens	TRANSPORTIN-3
1790	GL50803_16130	1w3bA	1W3B	A	0.7439	2.89	0.12	0.8295	-1.4	1.19273	0.54	0.15	10.3	4.6	440	440	374	0	66	440	388	388	Homo_sapiens	UDP-N-ACETYLGLUCOSAMINEPEPTIDE_N-ACETYLGLUCOSAMINYLTRANSFERASE_110
1791	GL50803_16135	2hyeC	2HYE	C	0.7606	2.82	0.132	0.8131	-3.4	0.271691	0.34	0.11	17.4	2.6	856	856	309	9	538	856	759	759	Homo_sapiens	Cullin-4A
1792	GL50803_16141	2ymuA	2YMU	A	0.8717	1.98	0.181	0.9121	-0.62	0.77213	0.63	0.13	8.7	4.5	489	489	183	31	275	489	577	577	Nostoc_punctiforme	WD-40_REPEAT_PROTEIN
1793	GL50803_16149	1nhjA	1NHJ	A	0.4093	1.51	0.281	0.4186	-2.85	0.1199	0.39	0.13	15.6	3.3	786	786	441	7	338	786	333	333	Escherichia_coli	DNA_mismatch_repair_protein_mutL
1794	GL50803_16152	3w3tA	3W3T	A	0.8466	3.51	0.102	0.918	-2.62	0.449026	0.41	0.14	15.9	3.2	1086	1086	1078	0	8	1086	1078	1078	Saccharomyces_cerevisiae	Importin_subunit_beta-3
1795	GL50803_16156	1k3zD	1K3Z	D	0.8476	2.54	0.163	0.9844	-0.02	1.1567	0.71	0.12	5.3	3.4	192	192	166	0	26	192	282	282	Mus_musculus	transcription_factor_inhibitor_I-kappa-B-beta
1796	GL50803_16157	3ea5B	3EA5	B	0.9309	2.19	0.066	0.9754	-1.77	0.435587	0.5	0.15	12.7	4.3	773	773	589	2	182	773	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1797	GL50803_16159	1ux4A	1UX4	A	0.8516	2.39	0.11	0.9229	-2.94	0.784194	0.38	0.13	13.8	3.9	376	376	250	0	126	376	410	410	Saccharomyces_cerevisiae	BNI1_PROTEIN
1798	GL50803_16160	7pckA	7PCK	A	0.8172	1.56	0.211	0.8556	-0.35	1.04586	0.67	0.13	7.4	4.2	360	360	167	5	188	360	314	314	Homo_sapiens	PROTEIN_(PROCATHEPSIN_K)
1799	GL50803_16161	1gojA	1GOJ	A	0.4159	1.1	0.42	0.4205	-2.62	0.0172047	0.41	0.14	15.1	3.5	837	837	598	6	233	837	355	355	Neurospora_crassa	KINESIN_HEAVY_CHAIN
1800	GL50803_16162	4mh6A	4MH6	A	0.8629	1.11	0.102	0.9023	-2.88	0.574909	0.39	0.13	11.7	4.5	174	174	164	0	10	174	177	177	Vibrio_parahaemolyticus_RIMD_2210633	Putative_type_III_secretion_protein_YscO
1801	GL50803_16167	1n11A	1N11	A	0.6407	2.3	0.212	0.6832	-3.49	0.148459	0.33	0.11	16.4	3	546	546	403	6	137	546	437	437	Homo_sapiens	Ankyrin
1802	GL50803_16172	4eahD	4EAH	D	0.8869	1.16	0.214	0.9099	0.79	2.23933	0.82	0.08	4.8	3.1	344	344	193	0	151	344	377	377	Oryctolagus_cuniculus	Actin,_alpha_skeletal_muscle
1803	GL50803_16173	2cxhA	2CXH	A	0.5386	1.93	0.23	0.583	-4.15	0.13197	0.27	0.08	16.4	3	283	283	138	0	145	283	217	217	Aeropyrum_pernix	Probable_brix-domain_ribosomal_biogenesis_protein
1804	GL50803_16180	3c5vA	3C5V	A	0.6748	1.06	0.285	0.6874	-2.99	0.279385	0.38	0.13	14.3	3.8	419	419	226	13	180	419	316	316	Homo_sapiens	Protein_phosphatase_methylesterase_1
1805	GL50803_16184	1qgkA	1QGK	A	0.9326	2.16	0.132	0.984	-2.9	0.507449	0.38	0.13	15.1	3.5	624	624	385	2	237	624	876	876	Homo_sapiens	PROTEIN_(IMPORTIN_BETA_SUBUNIT)
1806	GL50803_16188	3m1iC	3M1I	C	0.7426	1.36	0.074	0.7517	-2	0.135558	0.48	0.15	14.8	3.6	1353	1353	942	54	357	1353	1049	1049	Saccharomyces_cerevisiae	Exportin-1
1807	GL50803_16192	3cm9S	3CM9	S	0.6373	5.23	0.061	0.812	-3.23	0.264802	0.35	0.12	15.9	3.2	601	601	227	6	368	601	585	585	Homo_sapiens	Secretory_component
1808	GL50803_16194	3ea5B	3EA5	B	0.9246	1.91	0.077	0.9571	-1.23	0.509313	0.56	0.15	11.5	4.5	863	863	467	4	392	863	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1809	GL50803_16199	3w3tA	3W3T	A	0.8324	3.53	0.095	0.9007	-2.7	0.191144	0.4	0.14	16.2	3.1	1118	1118	1056	1	61	1118	1078	1078	Saccharomyces_cerevisiae	Importin_subunit_beta-3
1810	GL50803_16200	4a9aA	4A9A	A	0.9407	0.77	0.552	0.9517	1.45	1.37696	0.92	0.06	3.7	2.5	373	373	166	1	206	373	376	376	Saccharomyces_cerevisiae	RIBOSOME-INTERACTING_GTPASE_1
1811	GL50803_16202	1wa5B	1WA5	B	0.8248	2.21	0.211	0.8685	-2.09	0.418072	0.47	0.15	12.3	4.3	502	502	407	2	93	502	530	530	Saccharomyces_cerevisiae	IMPORTIN_ALPHA_SUBUNIT
1812	GL50803_16205	4iw0A	4IW0	A	0.877	1.99	0.148	0.9172	-2.17	0.511758	0.46	0.15	13.2	4.1	640	640	463	13	164	640	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
1813	GL50803_16214	1qgkA	1QGK	A	0.8	3.82	0.091	0.8975	-1.11	0.230877	0.58	0.14	11.4	4.5	927	927	439	18	470	927	876	876	Homo_sapiens	PROTEIN_(IMPORTIN_BETA_SUBUNIT)
1814	GL50803_16215	4iw0A	4IW0	A	0.6565	1.99	0.118	0.6777	-3.03	0.0705408	0.37	0.13	16.4	3	875	875	317	7	551	875	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
1815	GL50803_16217	1jv3A	1JV3	A	0.9043	0.93	0.282	0.9174	-0.02	1.08711	0.71	0.12	7	4.1	436	436	220	10	206	436	505	505	Homo_sapiens	GlcNAc1P_uridyltransferase_isoform_1:_AGX1
1816	GL50803_16224	1gojA	1GOJ	A	0.3682	1.73	0.287	0.3779	-2.79	0.031241	0.4	0.13	15.8	3.2	905	905	539	9	357	905	355	355	Neurospora_crassa	KINESIN_HEAVY_CHAIN
1817	GL50803_16225	3gjxA	3GJX	A	0.7307	5.52	0.081	0.8927	-1.32	0.54956	0.55	0.15	12	4.4	960	960	576	16	368	960	1073	1073	Mus_musculus	Exportin-1
1818	GL50803_16226	4c0oA	4C0O	A	0.7414	4.61	0.075	0.8547	-2.72	0.239115	0.4	0.14	15.9	3.2	977	977	281	3	693	977	923	923	Homo_sapiens	TRANSPORTIN-3
1819	GL50803_16228	3s8iA	3S8I	A	0.4605	0.91	0.314	0.4708	-3.87	0.233889	0.3	0.1	15.3	3.4	257	257	151	1	105	257	148	148	Homo_sapiens	Protein_DDI1_homolog_1
1820	GL50803_1623	3pjzA	3PJZ	A	0.4835	4.3	0.056	0.7432	-4.42	0.360666	0.25	0.07	15.3	3.4	148	148	66	0	82	148	494	494	Vibrio_parahaemolyticus	Potassium_uptake_protein_TrkH
1821	GL50803_16233	1hguA	1HGU	A	0.6367	3.46	0.131	0.8186	-3.79	0.806781	0.3	0.1	14.6	3.7	215	215	113	0	102	215	191	191	Homo_sapiens	HUMAN_GROWTH_HORMONE
1822	GL50803_16234	2eflA	2EFL	A	0.7933	2.55	0.072	0.9708	-1.29	1.50349	0.55	0.15	7.8	4.4	171	171	162	0	9	171	305	305	Homo_sapiens	Formin-binding_protein_1
1823	GL50803_16235	3c4wB	3C4W	B	0.6876	3.56	0.186	0.7767	-2.89	0.388505	0.39	0.13	13.9	3.9	403	403	147	0	256	403	543	543	Bos_taurus	Rhodopsin_kinase
1824	GL50803_16236	2pmsC	2PMS	C	0.8457	2	0.212	0.9439	-1.77	1.37586	0.5	0.15	7.8	4.4	107	107	92	0	15	107	125	125	Streptococcus_pneumoniae	PNEUMOCOCCAL_SURFACE_PROTEIN_A_(PSPA)
1825	GL50803_16240	4c0oA2	4C0O	A	0.9309	1.61	0.097	0.9714	-3.01	0.705765	0.37	0.13	14.1	3.8	384	384	269	0	115	384	923	923	Homo_sapiens	TRANSPORTIN-3
1826	GL50803_16245	4k1pA	4K1P	A	0.878	1.56	0.103	0.932	-2.07	1.42752	0.47	0.15	10.5	4.6	250	250	186	4	60	250	360	360	Bacillus_cereus	NheA
1827	GL50803_16246	1llwA	1LLW	A	0.3604	7.76	0.045	0.557	-3.34	0.0989949	0.34	0.12	16.7	2.9	702	702	395	33	274	702	1520	1520	Synechocystis_sp._pcc_6803	Ferredoxin-dependent_glutamate_synthase
1828	GL50803_16247	3ea5B	3EA5	B	0.854	3.68	0.1	0.9511	-3.33	0.563794	0.34	0.12	16.9	2.8	757	757	526	0	231	757	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1829	GL50803_16256	3gjxA	3GJX	A	0.8414	3.12	0.103	0.8991	-3.6	0.497136	0.32	0.11	18.6	2.2	1051	1051	212	13	826	1051	1073	1073	Mus_musculus	Exportin-1
1830	GL50803_16263	2tmaA	2TMA	A	0.9482	0.9	0.057	1	-0.22	2.3604	0.68	0.12	4.5	3	106	106	99	0	7	106	284	284	Oryctolagus_cuniculus	TROPOMYOSIN
1831	GL50803_16264	1pevA	1PEV	A	0.5621	1.78	0.14	0.5764	-2.09	0.177696	0.47	0.15	14.3	3.8	1041	1041	275	181	585	1041	611	611	Caenorhabditis_elegans	Actin_interacting_protein_1
1832	GL50803_16265	3zey0	3ZEY	0	0.855	1	0.344	0.879	-0.35	0.575861	0.67	0.13	6.5	3.9	248	248	135	2	111	248	256	256	Trypanosoma_brucei	40S_RIBOSOMAL_PROTEIN_S3A,_PUTATIVE
1833	GL50803_16266	1sjjA	1SJJ	A	0.8821	2.94	0.101	0.9975	-0.73	1.09837	0.62	0.14	8.5	4.5	404	404	393	0	11	404	863	863	Gallus_gallus	actinin
1834	GL50803_16267	2ooeA	2OOE	A	0.9346	1.74	0.109	0.9702	-0.59	1.52347	0.64	0.13	8.8	4.6	537	537	529	0	8	537	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
1835	GL50803_16269	3chnS	3CHN	S	0.6599	5.69	0.099	0.8647	-2.79	0.405985	0.4	0.13	14.8	3.6	621	621	246	8	367	621	585	585	Homo_sapiens	Secretory_component
1836	GL50803_16271	3zpjA	3ZPJ	A	0.7178	2.47	0.129	0.7859	-2.63	0.697005	0.41	0.14	13.5	4	453	453	376	0	77	453	359	359	Thermococcus_onnurineus_NA1	TON_1535
1837	GL50803_16272	1u6gC	1U6G	C	0.8046	2.94	0.091	0.8508	-1.76	0.418215	0.5	0.15	13.9	3.9	1233	1233	565	39	629	1233	1230	1230	Homo_sapiens	TIP120_protein
1838	GL50803_16279	4iw0A	4IW0	A	0.8489	2.17	0.137	0.8911	-2.3	0.519946	0.44	0.14	13.6	4	661	661	205	3	453	661	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
1839	GL50803_16283	4c0oA	4C0O	A	0.9428	2.25	0.091	0.9984	-2.21	0.791823	0.45	0.15	13.2	4.1	607	607	352	0	255	607	923	923	Homo_sapiens	TRANSPORTIN-3
1840	GL50803_16285	3nybA	3NYB	A	0.5793	2.26	0.239	0.6115	-3.11	0.156665	0.36	0.12	15.2	3.5	520	520	219	1	300	520	323	323	Saccharomyces_cerevisiae	Poly(A)_RNA_polymerase_protein_2
1841	GL50803_16286	2gsxA	2GSX	A	0.588	6.55	0.072	0.7571	-2.2	0.194772	0.45	0.15	14.6	3.7	1058	1058	252	23	783	1058	951	951	Homo_sapiens	Complement_receptor_type_2
1842	GL50803_16287	4i2wA	4I2W	A	0.7583	3.09	0.137	0.8206	-3.35	0.363593	0.34	0.12	17.3	2.7	864	864	289	1	574	864	961	961	Caenorhabditis_elegans	Protein_UNC-45
1843	GL50803_16288	4c0oA2	4C0O	A	0.8615	2.45	0.116	0.945	-3.32	0.663253	0.35	0.12	15	3.5	400	400	191	4	205	400	923	923	Homo_sapiens	TRANSPORTIN-3
1844	GL50803_16289	4jspB	4JSP	B	0.8645	3.48	0.104	0.9671	-2.95	0.251603	0.38	0.13	15.3	3.4	639	639	315	0	324	639	1174	1174	Homo_sapiens	Serine/threonine-protein_kinase_mTOR
1845	GL50803_16293	1bp1A	1BP1	A	0.8314	1.19	0.15	0.8482	-1.73	0.446838	0.51	0.15	11.5	4.5	527	527	236	4	287	527	456	456	Homo_sapiens	BACTERICIDAL/PERMEABILITY-INCREASING_PROTEIN
1846	GL50803_16297	4fzsA	4FZS	A	0.7475	2.67	0.074	0.8947	-3.26	0.639325	0.35	0.12	13.3	4.1	228	228	201	0	27	228	224	224	Homo_sapiens	Sorting_nexin-1
1847	GL50803_16298	2kdiA	2KDI	A	0.5532	2.74	0.093	0.7007	-1.92	0.287569	0.48	0.15	8.7	4.6	137	137	86	4	47	137	114	114	Saccharomyces_cerevisiae	Ubiquitin,_Vacuolar_protein_sorting-associated_protein_27_fusion_protein
1848	GL50803_16299	3ea5B	3EA5	B	0.9077	2.17	0.074	0.949	-2.06	0.347356	0.47	0.15	13.7	4	863	863	752	3	108	863	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
1849	GL50803_16307	4btgA	4BTG	A	0.7516	2.82	0.129	0.7982	-3.59	0.300093	0.32	0.11	18.1	2.4	902	902	255	1	646	902	761	761	Pseudomonas_phage_phi6	MAJOR_INNER_PROTEIN_P1
1850	GL50803_16311	2rfkA	2RFK	A	0.7615	1.79	0.396	0.791	-1.21	0.859535	0.56	0.15	9.7	4.6	421	421	183	12	226	421	334	334	Pyrococcus_furiosus	Probable_tRNA_pseudouridine_synthase_B
1851	GL50803_16312	4kvmA	4KVM	A	0.6432	3.93	0.143	0.7172	-3.59	0.543816	0.32	0.11	18.4	2.3	983	983	371	3	609	983	734	734	Schizosaccharomyces_pombe_972h-	N-terminal_acetyltransferase_A_complex_subunit_nat1
1852	GL50803_16313	4kvmA	4KVM	A	0.843	3.31	0.091	0.9346	-3.17	0.587728	0.36	0.12	15.7	3.3	581	581	431	8	142	581	734	734	Schizosaccharomyces_pombe_972h-	N-terminal_acetyltransferase_A_complex_subunit_nat1
1853	GL50803_16315	3gjxA	3GJX	A	0.8231	3.11	0.11	0.8793	-3.13	0.524191	0.36	0.12	17.4	2.6	1094	1094	360	9	725	1094	1073	1073	Mus_musculus	Exportin-1
1854	GL50803_16322	1yo8A	1YO8	A	0.758	3.54	0.097	0.853	-2.51	0.158795	0.42	0.14	13.9	3.9	592	592	0	1	591	592	634	634	Homo_sapiens	thrombospondin-2
1855	GL50803_16323	2jqqA	2JQQ	A	0.7563	2.36	0.073	0.988	-1.95	1.17706	0.48	0.15	7.7	4.3	83	83	47	0	36	83	204	204	Saccharomyces_cerevisiae	Conserved_oligomeric_Golgi_complex_subunit_2
1856	GL50803_16328	4b2nA	4B2N	A	0.9092	2.22	0.055	0.9613	-1.66	0.717367	0.51	0.15	11.6	4.5	568	568	272	7	289	568	662	662	Xanthomonas_sp._35y	70_KDA_PROTEIN
1857	GL50803_16339	2cse1	2CSE	1	0.9694	1.55	0.082	0.9847	-0.98	0.579876	0.59	0.14	11.8	4.5	1244	1244	468	0	776	1244	1267	1267	Mammalian_orthoreovirus	Minor_core_protein_lambda_3
